순번,민원제목,민원내용,민원등록일,민원수정일,민원답변일,처리부서,진행상태,구
966,군산시장애인콜택시가 장애인을 무시하니 너무속상하고슬픔니다,시장님께!시민을 위하여 고생하시는 시장님에게 고맙다는 말씀을 드립니다.그런데 시장님 산더미 같은 쓰레기를 치워주세요. 이곳은 미룡동 440-9 해오름원룸 앞 입니다(인근에 오파스텔 큰 건물 있음) 쓰레기가 산더미 같이 쌀여 있는데 청소차는 왔다가 그냥 갑니다. 쓰레기를 안치우려면 청소차가 왜 왔다만 가는지 이해가 안됩니다. 아마 불법쓰레기라 안치우는지 모르지만 그러면 쓰레기를 누가 치웁니까? (종량제 봉투 쓰레기와 마구 버린 쓰레기 석여있음) 불법쓰레기를 못버리도록 단속을 해야지 산더미 같이 쌓인 쓰레기를 못 본척 그냥가는 사랍들이 어디 있습니까? 빨리 쓰레기를 치워주십시요.  심한 악취와 전염병이 발생하면 어떻게 합니까?  쓰레기가 쌓여 있으니  인근 주민뿐아니라 지나가는 사랍들도 마구 버리고 던지고 갑니다. 사진 올립니다,2017-05-03,2017-05-03,2017-05-16,직소민원팀,처리완료,부안읍
967,(SPP-1710-1900213)줄포면141 가로등 고장 * 첨부파일촬영시간 안내(안,<불법주정차> 불법 장시간 주차입니다[  : 부안우체국 맞은편 ] (1/3) I : 2017.10.13 12:20:17 (2/3) I : 2017.10.13 14:08:07 (3/3) I : 2017.10.13 14:08:24 A :  : I :  .[ (02-2195-1129~30)],2017-10-19,,2017-10-23,줄포면,처리완료,부안읍
968,도로관리과,모현동 배산우림한솔아파트 입구에 주차금지인데 또 주차해놓은 차들이 있네요. 주차금지 판이 서있으면 뭐합니까. 다부서지고 사람들 아랑곳 안하고 다 양면 불법주차해서 입주민들 차들은 왔다갔다 하는데 불편하고.. 시청에 전화하면 인력없다고 할꺼 잖아요. 그러니 제가 찍어서 보내겠습니다.  제발 갤러리아 웨딩홀땜에 주변 막히는건 그렇다 치더라도 최소한 아파트 입구는 다닐수 있게해야잖아요... 딱지 띠어서 꼭 벌금 물어주세요. 답변 기다리겟습니다.,2017-12-23,2017-12-23,2017-12-27,경영개발과,처리완료,부안읍
969,(SPP-1803-1300955)도보에 적재물 * 첨부파일촬영시간 안내(안전신문고 운,전라북도 부안군 부안읍 봉덕리 856버스표지판이 넘어져있습니다*  *(1/1) G: 2018/03/11 17:04:37G:  *,2018-03-13,,2018-03-20,건설교통과,처리완료,부안읍
970,(SPP-1804-2600803)쓰레기 치워주세요 * 첨부파일촬영시간 안내(안전신문고,전라북도 부안군 부안읍 봉덕리 856대형약국앞 광고물 부착*  *(1/1) C: 2018/04/26 13:51:25G:  *,2018-04-26,,2018-05-09,친환경축산과,처리완료,부안읍
971,[생활불편신고]기타생활불편,태양광발전설비 설치 반대 민원의 건*스캔 참고,2017-09-23,,2017-10-11,건설교통과,처리완료,부안읍
972,도로 점유,"2018년 4월, 부안군 하청로 인근에 발생하는 악취 문제로 민원을 넣었고, 다음과 같은 답변을 받았습니다.---------------------------------------국민신문고로 제기해주신 악취 관련 민원에 답변 드립니다. 현재 백산면 하청리 소재의 부숙토 생산업체는 반복 및 다수민원으로 중점관리 사업장인 바 악취저감을 위한 다음과 같은 조치를 취하고 있음을 알려드립니다. 1. 악취검사 실시 -> 배출허용기준 초과 시 행정처분(개선명령) 조치 2. 악취저감시설 설치 -> 세정탑 세정수 교체시기 단축, 죽초액 분사시설 및 간이세정시설(8기) 설치 -> 원료 반입 및 적재장소 밀폐, 자동문 설치 3. 사업장 주변 청결관리 철저 악취 감소를 위해 지속적으로 관리하고 피해가 없도록 철저히 관리토록 하겠습니다. 끝.------------------------------------------그런데 여전히 악취 문제가 조금도 개선되고 있지 않아 다시 민원 신청합니다.해당지역은 낮에는 아무런 악취 없이 괜찮다가도, 해가 지고 8시 전후가 되면 인근 지역에 악취가 진동을 하기 시작합니다. 이는 해당 업체의 상당히 고의적이고 악의적인 행동이라고 밖에 판단할 수 없는 패턴입니다.인근 마을은 무더운 여름철임에도 불구하고, 이 악취로 인해 창문조차 열어 놓을 수 없습니다. 창문을 열면 악취가 온 집안에 배어들어 도저히 견딜 수가 없고, 창문을 닫아 놓자니 찜통같은 더위를 견뎌야 하는 상황입니다. 이렇게 주민들은 해당 악취로 인해 생활에 큰 고통을 받고 있습니다.지난번 신청한 민원의 답변에서, 담당자께서는 해당 업체에 반복적이고 지속적인 민원이 있었고, 때문에 이 업체가 중점관리 사업장이라고 밝히셨습니다. 하지만 그럼에도 불구하고 이렇게 아무런 개선사항 없이 악취가 지속적으로 발생하는 것은 상당히 의아한 일이 아닐 수 없습니다. 부디 관리감독의 책임을 지고, 성실하고 적극적인 해결방안을 모색해 주시길 요청드립니다.",2018-07-18,,2018-07-26,건설교통과,처리완료,부안읍
973,플래카드가 바람에 날려요,전라북도 부안군 상서면 가오리 572-2현수막제거,2017-03-31,,2017-05-11,행안면,처리완료,부안읍
974,[안전신고] (SPP-1604-1116611)부안초 앞 인도 경계석에 고정하기 위한 철재를 제,"p매번 똑같은 민원을 수차례 접수를 하였음에도 똑같은 일이 반복적으로 일어 난다는 것은 민원처리에 문제가 있음을 증명하는 것인가요/p

p천천 농공단지 인도와 도로에 청정바이오산업 이란 공장에서 도로 인도를 점유하여 사용하는 민원을 수차례 제기를 햇음에도 이렇다할 성과도 없이 그냥 매번 말로만 조치를 취하겠다고 몇년을 이렇게 넘어 갑니까/p

p도로 인도 점유가 도가 지나치도록 인도는 사람이 전혀 다닐수도 없거니야 인도도 부족해서 도로도 한쪽 차선 전체를 제품으로 쌓아놓아서 다닐수가 없는 지경인데도/p

p담당자분 답변은 항상 업체에다 치우라고 말로 전했다는 답변 밖에는 안하시네요/p

p엄연히 인도는 사람이 다니는 곳이고 도로는 차가 다니는 길입니다/p

p인도와 도로는 특정업체가 점유를 해서 사용해서는 안돼는 곳 아닙니까?/p

p악취와 분진으로 주변에 피해를 주는 것도 모자라 인도 도로까지 무단 점유함으로써 주변 피해가 이만 저만 이 아닌데도 민원 해결이 안됀다는 것은 특정 업체에 특혜를 주는 것이 아닌지 한번 생각해봅니다/p

p이런 민원제기도 시간 아깝다는 생각이 들지않게 빠른 시일내 조치바랍니다/p",2016-04-22,,2016-04-29,푸른도시과,처리완료,상서면
975,꼭 처벌해주세요.,거울의 위치를 원래대로 해주시기 바랍니다.자세한 내용은 첨부파일에 기재되어 있습니다.,2016-10-04,2016-10-04,2016-10-06,축산과,처리완료,부안읍
976,"송학동 183번지 일원 -평동로 509 - 차도, 인도 및 가로등 개선 민원",1. 유동인구가 집중되어 있는 익산시민공원에는 야외 물놀이 시설이 없는지 궁금합니다.-- 중앙체육공원과 모현동 도서관 옆 물놀이 시설을 만들었는데 그 그건 기준을 알려주세요!  2. 익산 영등동 미즈베베산부인과 병원 옆쪽에  주차금지용으로 만들어 놓은 설치물이 있는데요. 그게 몇년동안 훼손된 채로 방치되어 있어서 지나다니는 사람들도 불편하고 병원을 이용할 산모들에게도 불편할 것 같은데 왜아직까지 그대로인지 모르겠습니다. 사진을 첨부하오니 빠른 시일내에 조치를 부탁드립니다. 3. 방학기간을 이용하여 맞벌이 부부의 자녀들이 집에 있는 시간이 많은데  익산시티투어버스를 이용하여 각 동별 도서관으로 이동하는 버스를 한시적으로 만들어서 안전하게 도서관에 가서 책도 읽고 지식도 쌓을 수 있는 기회가 마련되었으면 좋겠습니다.해당 게시물이 '부조리 신문고'에서 이동 되었습니다.,2016-07-29,2016-07-29,2016-08-05,도로관리과,처리완료,부안읍
977,리도 203호선 확장요청,저는 와리 838-1(정동길 57)에 위치한 대한예수교 침례회 익산북부교회 담임목사입니다.저희교회가 작년 4월에 자립하여 들어왔습니다.저희교회는 성도가 78명 정도 되는 교회로 절반이 어린아이들입니다. 그래서 더욱 안전에 신경을 쓰고 있습니다.도로가 좁고 하루 교통량이 80에서 100여대가 통행을 하고 있는데다 방지턱이 없어 차량이 빠르게 통행하고 있습니다.그렇다고 방지턱을 임으로 만들 수도 없어 마음만 조리고 있습니다.나중에 농어촌도로 기본계획 재정비시 종합검토하신다고하니 감사합니다만 그 사이 사고라도 나면 이를 어쩔겁니까? 그리고 도로가 굽어 있는데다가 나무가 가려져서 보이지도 않고 자동차는 속도를 내고 정말 아찔합니다.입구도로까지는 확장이 되어있는데 입구부터 헤리티지 미술관까지 100여m만 확장이 되지않아 답답합니다.중간에 차량 대피장소도 없어 교행시 마주치면 후진하여 빼야합니다. 지난번에는 저희 성도차량이 빠져서 견인을 하기도했습니다. 이런일이 많습니다. 크나큰 트렉터도 수시로 지나가고 정말 위험합니다.혹시 비용 때문이라면 저희 교회 부분의 땅을 매입하는데 소용 되는 비용을 감당 할 용의가 있습니다.얼마나 절실하면 이러겠습니까? 부탁드리겠습니다.사진을 찍어서 보냅니다.,2018-05-19,2018-05-19,2018-05-21,건설과,처리완료,변산면
978,금연장소에서 흡연자 조치!!,"영등동 838-2번지 뒷편에 공용화장실이 있습니다.거기는 상가사람들 혹은 손님들도 사용합니다. 신포우리만두 조리실에서 일하는 곱슬머리 아주머니 계시는데 그 흡연금지인 여자칸 화장실에서 담배를 핍니다.참는것도 한계가 있습니다. 갈때마다 마주치고 담배냄새가 몸에 베어 힘듭니다.신포우리만두 사장님께 말씀드려 담배를 피지 말라고 아무리 말을 해도 그 아주머니는 말을 안듣고 담배를 핀다는겁니다. 신포사장님이 벌금을 내도 그 아주머니 계속 담배를 필겁니다.그 아주머니께 직접 벌금을 물어주세요, 그래야 담배를 화장실 안에서 담배를 안필껍니다.빨리 조치 취해주세요. 진짜 그 아주머니때문에 화장실도 맘대로 못가고 ,그 아주머니가 담배를 피고 나오고 환기를 여러번 시킨후에 화장실을 이용하는것도 힘듭니다.그 아주머니께 직접 벌금 물게 해주세요!!!",2016-05-09,2016-05-09,2016-05-10,보건사업과,처리완료,계화면
979,불법led,"몇 년전에 고창군 홈페이지를 통해서
 천북동 돌담길 보전 및 관리 대책을 문의한 적이 있었습니다.

당시 통화했던 공무원은 돌담의 존재조차 모르고 있더군요

 그때 이런 대규모 돌담이 읍내에 남아있는 사례가 없다면서, 꼭 보전 대책을 세워달라는 주문을 했는데...

그런데 결과는 참담하군요... 돌담을 헐고, 시멘트 담장을 만들다니...

모양성 한옥 마을은 돌담을 쌓고, 바로 그 앞 동네 문화재 수준의 오래된 돌담을 헐고...
이런 해괴한 짓을 하고도 반성도 없고,

방송에서 공무원이 하는 말이 """"주민들이 입장에서는 유지보수도 어렵고, 미관상도 상당히 좋아진다고"""" .... 공직자라면 이렇게 주민들을 설득해야지요,

 """"이렇게 오래되고, 자연스러운 돌담이 대규모 남아 있는 곳은 우리나라에 이 동네밖에 없습니다. 이건 고창군민의 자랑스럽운 문화재 입니다. 군이 잘 관리하고 보전하겠습니다."""" 이렇게 설득해야지요 

그리고 심지어 시멘트 담장이 미관상 보기도 좋다고 하시네요.  길가는 사람 아무나 붙잡고 물어보세요. 어떤 것이 더 문화적 가치가있는지, 어떤 것이 더 고창의 정체성을 보여주는지, 어떤 곳에 더 가고 싶은지!!! 어떤 것이 더 보전가치가 있는지....

무주군 지전마을에 가보세요. 규모은 작아도 관리 잘해 등목문화재 입니다.
지금 문화재를 파괴하고 있는 겁니다. 
그래 놓고 주민 핑계를 데고...
그게 공직자가 할 소리입니까!!! 

지금 당장이라도, 공사 중단하고, 나머지라도 보존하세요.
파괴된 건 아쉽지만, 지금이라고, 지금이라도, 공사 중지 해야 합니다.
큰 잘못을 저지르고 있는 겁니다.
  
향후 보존 관리대책에 대한 답변 부탁합니다.


제가 바로 고향방문했다가, 돌담 공사하는 장면을 보고, 너무 어이도 없고 화가 나서, MBC 제보한 사람입니다.

꼭 책임있는 담당자분께서 전화주세요 전주mbc 사라진 돌담길 http://www.jmbc.co.kr/news/view/7191",2016-01-28,,2016-02-04,건설교통과,처리완료,부안읍
