"순번","민원제목","민원내용","민원등록일","민원수정일","민원답변일","처리부서","진행상태","민원인주소_법정동"
918,"영등동 푸르니에 사거리에 동신아파트 쪽 인도에 땅이 가라앉았네요","미륵산 계단등산로 송충이문제로 등산및 산책을 할 수가 없어요. 계단과 손잡이 그리고 나무에서 거미줄을 타고 매달려 혐오스럽고 바닥에 새까마게 붙어 있어 걸어다닐수가 없어요.방역이 송충이때 해야지 효과가 있지 않을까요.빠른조치 좀 부탁드립니다. 아이들하고 같이 갈수가 없어요. 갔다오면 모기물린거처럼 부어 다리가 따갑고 부어있어 고통스럽씁니다. 빠른 방역 부탁 드립니다.","2016-07-11","2016-07-11","2016-07-20","하수도과","처리완료","부안읍"
919,"익산문화체육센터 시설 개선 요청件","신동774-20번지 연립주택에 살고있는사람입니다저희 연립은 두개의 동이 마주보고있는 구조입니다옆 라인으로 일반주택이 저희연립을 등지고있는 상태로보일러 연소배기관이 연립을 향해있습니다그주택의 번지수는774-19번지입니다추운겨울이라 보일러 돌아가는 아침저녁으로  배기관에서너무나 심한 석유연소 냄새와 연기가 양쪽연립으로 진동을합니다노인과 유소년이 거주하고있늣 상태라 피해가 더 큽니다직접찾아가 배기관 위치를 정정해달라고 하고싶지만세상이 흉흉해 찾아가지못하고 이렇게 민원의 글을올립니다부디 정중하게 부탁드립니다","2018-01-26","2018-01-26","2018-01-29","청소자원과","처리완료","부안읍"
920,"익산시 부송동 아동성폭행범 거주지 순찰및 등하교 접근금지 요청","안녕하십니까전라북도 익산시 영등동에 거주하고 있는 익산시민 진국현 입니다. 1. 제목 : 익산시에서 발주하는 유지보수(관리) 단가계약 공사에 대하여2. 익산시에서 발주하는 유지보수(관리) 단가계약 공사는....1) 노후차선 도색 단가계약(권역별)2) 과속방지턱 설치 및 유지관리 단가계약3) 도로반사경 설치 및 유지관리 단가계약4) 하수도시설물 민원처리공사 단가계약5) 교통신호기 유지관리 단가계약6) 가로등 및 보안등 보수 단가계약7) 마을안길 보수 단가계약8) 노후인도 정비공사(단가계약)3. 상기에 나열한것과 같이   익산시에서 발주하는 년간 유지보수(관리) 단가계약 공사는 공종별로 다양합니다.4. 배경설명1) 년간 단가계약 공사는 보통 1월 1일부터 시행하는데    익산시에서는 1월 중순경에 발주를 하고 있는 실정입니다.2) 예를들어서 다른 지자체의 경우(예, 군산시)에는 12월에 단가계약공사를 발주하여   1월 1일부터 곧바로 유지보수를 시행할 수 있도록 하고 있습니다.5. 질문사항1) 단가계약 공사를   시행년의 전년도 12월에 발주하여 당해년도 1월 1일부터 시행하면 좋을 듯 합니다.   (예를 들어서, 2018년 단가게약공사는 2017년 12월에 발주 계약하고, 1월 1일부터 착공 및 유지관리    업무를 수행하도록 하였으면 좋을 듯 합니다)2) 익산시에서는    (1)단가계약공사를 1월 중순경에 발주하여, 1월 하순경에 계약하고 있는데.....       그렇다면 그 사이에는 유지보수를 안하는 것인지요?     (2)그사이 유지보수를 수행한다면        그 비용처리는 어떻게 하고 있는지요?6. 예를 들어서    2017년 교통신호기 유지관리 단가계약 공사는 발주를 2017년 1월 5일에 하였고, 개찰은 1월 13일 합니다.    그렇다면 적격심사 후 곧바로 착공한다고 하더라도 약 보름간의 공백이 생기게 됩니다.    1) 그렇다면 여기서 약  보름간의 공백기간이 발생하게 됩니다.    2) 그 보름동안은 교통신호기 유지보수는 안하는 것입니까?       (익산시청에서 발주한 유지보수 단가계약 공사에서        새로이 공사업체가 착공하기 전까지 교통신호등이 알아서 문제가 생기지 않도록 하겠다고 하는지.......)    3) 만약 그사이 유지보수를 수행한다면       업체도 정하여지지 안했는데, 어떻게......       계약도 하지 안했는데, 그 비용 처리는...... 감사합니다.","2017-12-10","2017-12-10","2017-12-20","시정에바란다","처리완료","부안읍"
921,"사기 엉터리 부안 군산식당을 신고 합니다.","전라북도 부안군 부안읍 봉덕리 875주공1차아파트 사이길이 많이 파이고 울툼불퉁해서 불편합니다","2017-10-03",,"2017-10-18","미래창조경제과","처리완료","하서면"
922,"송학동버스만들어주세요","안녕하십니까 목천동  주민입니다  버스를 이용하는데 목천동 승강장에 붙어 있는 시간표와 버스ㅡ시내 나가는 버스ㅡ운행시간의 차가 너무 커 많은 불편을 겪고있습니다 버스 시간표와 크게는 10분에서 15분 차가 있습니다 제시간보다 일찍 간 버스들은 터미널에 정차하고 있고 어느때는 제시간보다 늦게 오고 합니다 물론 시외지역에서 오는 점을 감안하더래도 버스 타러 20~30분 전부터 나와 기다리는것은 시간낭비지 않을까 싶습니다","2016-03-07","2016-03-07","2016-03-09","교통행정과","처리완료","행안면"
923,"추가 문의","전라북도 부안군 부안읍 모산리 201-2가로등점멸*  *(1/1) C: 2017/10/19 19:49:08G:*","2018-03-09",,"2018-03-19","미래창조경제과","처리완료","상서면"
924,"안산유기동물보호소 시정을 요구합니다","Sns로 끔찍한 사진들  보고 부탁드리고싶어 글 남깁니다시보호소라는 좋은 취지의 타이틀을 달고저런 형태는 굉장히 큰 실망입니다개인이 운영하는 사설보호소도 저렇진않아요 ㅠㅠ당연히 공존하며 살아야 할 동물들임을 많은 사람들이 체감하고있고동물복지를 향해  정부도 함께하려는 이 시대에 익산시보호소는 먼가 부정부패가 있을꺼같고 신뢰가 안가네요개선해주세요 제발 동물을 저런식으로 대하는 구시대적인 사고를버리시길 바랍니다","2016-11-09","2016-11-09","2016-11-11","축산과","처리완료","부안읍"
925,"긴급-조용한동네에 왠 날벼락~~","안녕하세요 시장님불철주야 군산시민을 위해 애쓰시는 시장님 진심으로 감사 드립니다.저는 이번에 미장 제일풍경체에 입주하는 입주자입니다.제가 이렇게 글을 남기게 된 것은 아파트 진입로가 제대로 없어 이사를 하는데 또는 생활 하는데 너무나도 불편하고 위험스러워 이렇게 글을 남깁니다.저희 아파트는 아파트로 들어갈 수있는 진입로가 2개가 있습니다.하나는 송정써미트에서 들어가는 진입로와또하나는 시청에서 롯데마트 길에서 들어가는 진입로가 있습니다. 현재사용 가능한 진입로는 0.5개입니다.  송정써미트에서 들어가는 진입로는 공사 관계로 막혀있고시청에서  들어가는 진입로는 공사관계로 이것도 막혀있습니다. 단 4차선 도로에서 일방통행으로 롯데마트에서 시청방향으로만 아파트 진입이 가능합니다.그래서 차량들이 저희 아파트에 진입하기 위해서는 군산 미장지구를 돌고 돌아 들어 가야하는 불편함이 있습니다. 더욱이 지금 입주로 한창 이사철 입니다... 유턴 할 수 있는 곳도 없어미장지구를 돌거나 롯데마트에서 유턴을 하여 다시 가는 방법 밖에는 없습니다.  이사차량이 5T차인데 이런 큰차들이 유턴을 자주 한다고 하면 사고 위험도 있습니다.시장님께서 검토 하시어 차량 진입이  가능하도록 검토 부탁드립니다.두서없는 글 읽어 주셔서 감사합니다.","2016-03-03","2016-03-03",,"환경정책과","처리중","부안읍"
926,"불연성 폐기물자루 수거","그동안 모현동 배산로 주정차 위반차량으로 인해 많은 민원을 제기하였지만 개선되지 않고 있어 다시 민원을 제기합니다. 출퇴근시 주정차된 차량들 때문에 애먼 주민과 실랑이하고 짜증이 많습니다 언제까지 참고 인내해야하나요?  안내표지부착하고 계도하고 매일같이 단속하세요 이건 여기 사는 주민들이 다 원하는 것일겁니다 여기 살지않고 잠시 왔다가는 사람 편의때문에 거주민이 불편해야되나요? 거주민 불편 최소화할수있게 똑바로 하세요","2017-09-21","2017-09-21","2017-09-22","청소자원과","처리완료","용진읍"
927,"(SPP-1805-1000408)95구4199 횡단보도에 주정차하고 장사중 * 첨부파","전라북도 부안군 부안읍 봉덕리 57336모 6451 하이안 정문앞 횡단보도 주정차*  *(1/1) C: 2018/05/10 13:14:00G:  *","2018-05-10",,"2018-05-20","건설교통과","처리완료","부안읍"
928,"불법현수막시민감시단 모집 운영으로 천년의 역사의 전라도가 깨끗하게...","불법현수막시민감시단 모집 운영","2018-01-11",,,"기획예산과","처리완료","변산면"
929,"(안전보안관)(SPP-1806-2600158)인도위 물건좀 치워주세요 * 첨부파일촬영시간 안내(안","전라북도 부안군 부안읍 동중리 91-1하수구 위 물건좀 치워주세요*  *(1/1) C: 2018/06/26 09:42:31G:  *","2018-06-26",,"2018-07-04","친환경축산과","처리완료","변산면"
930,"과속카메라설치","익산시 어양동 648 - 3번지 어양동 새마을금고점 고양이 3마리정도가 있는데 여기로 이사온지도 벌써 1년6개월이 지났습니다 하루종일 밤낯 가리지 않고 울어대는데 정말 미쳐버릴거같아요 길고양이 어떻게 안됩니까? 여기에 아예 터를 두고 사는 애들입니다 어떤 사람이 여기다 밥까지주고 있어요 제발 어떻게좀 해주세요","2018-06-24","2018-06-24","2018-06-28","교통행정과","처리완료","부안읍"
931,"행사 소음 관련 시정 바랍니다","오늘 오전 부송주공 1단지에서 진행된 행사 소음 관련해 민원 제기합니다.아침부터 바깥이 너무 소란스러워서 알아보니 산업도로 건너편 부송주공 1단지에서 행사를 한다고 하더군요.어르신들을 위한 국수나눔 행사라고 들었습니다.좋은 취지의 행사이지만 꼭 그렇게 소란스럽게 진행해서 주변 아파트 단지에 피해를 줘야 하는지요.아침부터 쩌렁쩌렁 울리는 트로트음악 소리에 황당했습니다.관할 지구대에 연락도 해봤지만 주의를 주겠으나 오전까지만 진행하는 행사이니 이해해달라고 하더니 전과 다를것 없이 스피커를 쩌렁쩌렁하게 틀어놓고 계속 행사를 하더군요.주변 아파트 단지의 소음피해는 아랑곳없이 사물놀이에 노래자랑까지 오전 내내 소음에 시달려야 했습니다.심지어 취한 목소리로 마이크에 대고 흥청망청 노래부르는 소리까지 아주 가관이더군요.도저히 참을수 없어 주공1단지 관리사무소에 전화해 항의해 보았으나 돌아오는 답변은 그저 이해해달라는 말뿐이었습니다.시장님도 참석하는 행사이니 어쩌고 저쩌고..아니 시장님이 참석하는 행사면 주변 아파트에 소음피해를 주건 말건 상관없는건가요?아무리 좋은 취지의 행사라 해도 취지에 맞게 차분하게 진행할수도 있는 것을 꼭 그렇게 주변에 피해를 줘가면서 요란법석하게 행사를 진행했어야하는지 이해가 가질 않습니다.얘기듣기로는 이 행사가 올해가 처음이 아니고 매해 반복해 왔는데 이런 민원이 항상 있었다고 하더군요.그렇다면 행사 주최측에서는 민원사항을 반영해 프로그램 내용을 변경한다든지 아니면 장소를 바꾼다든지 먼가 대책이 있었어야 하지 않을까요?1년에 한번뿐인 행사니 이해해달라는 식의 태도는 너무나 이기적인거 아닌가요?민원사항을 몰랐던 것도 아니고 충분히 알고 있을텐데 행사 장소도 형식도 뭐하나 달라진것 없이 매년 그 피해를 고스란히 주변 아파트단지에 주고 있는거라면 정말 문제라고 생각합니다.이번 행사가 삼성동사무소와도 관계가 있는 행사라고 들었습니다.적어도 시와 연관된 행사라면 행사를 진행하기에 앞서서 이런 피해를 미리 파악해서 대처했어야 하지 않을까요?도대체 아파트 단지 한복판에서 스피커 쩌렁쩌렁 틀어대고 술마시고 고함지르며 노래하는 이런 몰상식한 행사를 진행하는게 가당키나 하나요?행사소음으로 이른 아침부터 1시가 넘도록 스트레스 받고 하루 반나절을 망쳐버린건 어떻게 보상받아야 하나요?또 언제 이런 행사가 계획되어 있는지 모르지만 오늘 같은 일이 다시 반복되지 않도록 주최측과 관계기관에 시정조치 바랍니다.","2016-05-21","2016-05-22","2016-05-23","녹색환경과","처리완료","계화면"
